,agency_code,career_cluster,num_concentrators,Title I Served School,District Name
21814,900344,ARCH,4,0,Union County Public Schools
21815,900344,HLTH,22,0,Union County Public Schools
21816,900344,HOSP,20,0,Union County Public Schools
21817,900344,HUMA,1,0,Union County Public Schools
21818,900344,LAW,1,0,Union County Public Schools
21819,900344,STEM,18,0,Union County Public Schools
21820,900344,TRAN,1,0,Union County Public Schools
21877,900348,AAVC,3,0,Union County Public Schools
21878,900348,AGNR,47,0,Union County Public Schools
21879,900348,ARCH,6,0,Union County Public Schools
21880,900348,BMA,1,0,Union County Public Schools
21881,900348,HLTH,22,0,Union County Public Schools
21882,900348,HOSP,43,0,Union County Public Schools
21883,900348,HUMA,2,0,Union County Public Schools
21884,900348,INFO,2,0,Union County Public Schools
21885,900348,LAW,6,0,Union County Public Schools
21886,900348,MANU,1,0,Union County Public Schools
21887,900348,TRAN,1,0,Union County Public Schools
21945,900360,AAVC,2,0,Union County Public Schools
21946,900360,AGNR,31,0,Union County Public Schools
21947,900360,ARCH,5,0,Union County Public Schools
21948,900360,BMA,2,0,Union County Public Schools
21949,900360,HLTH,15,0,Union County Public Schools
21950,900360,HOSP,23,0,Union County Public Schools
21951,900360,HUMA,1,0,Union County Public Schools
21952,900360,MRKT,9,0,Union County Public Schools
21953,900360,STEM,16,0,Union County Public Schools
21954,900360,TRAN,7,0,Union County Public Schools
22000,900366,AAVC,43,0,Union County Public Schools
22001,900366,HLTH,54,0,Union County Public Schools
22002,900366,INFO,71,0,Union County Public Schools
22003,900366,LAW,10,0,Union County Public Schools
22004,900366,STEM,32,0,Union County Public Schools
22005,900366,TRAN,20,0,Union County Public Schools
22055,900377,AGNR,24,0,Union County Public Schools
22056,900377,ARCH,1,0,Union County Public Schools
22057,900377,BMA,2,0,Union County Public Schools
22058,900377,FINA,28,0,Union County Public Schools
22059,900377,HLTH,54,0,Union County Public Schools
22060,900377,HOSP,31,0,Union County Public Schools
22061,900377,INFO,16,0,Union County Public Schools
22062,900377,LAW,1,0,Union County Public Schools
22063,900377,STEM,19,0,Union County Public Schools
22119,900393,AAVC,37,0,Union County Public Schools
22120,900393,BMA,2,0,Union County Public Schools
22121,900393,HLTH,24,0,Union County Public Schools
22122,900393,HOSP,51,0,Union County Public Schools
22123,900393,HUMA,2,0,Union County Public Schools
22124,900393,INFO,57,0,Union County Public Schools
22125,900393,STEM,17,0,Union County Public Schools
22161,90A000,BMA,2,0,Charter Schools
22162,90A000,MANU,1,0,Charter Schools
22192,910368,HUMA,1,1,Vance County Schools
22236,910370,AGNR,13,0,Vance County Schools
22237,910370,ARCH,1,0,Vance County Schools
22238,910370,HLTH,4,0,Vance County Schools
22239,910370,HOSP,13,0,Vance County Schools
22240,910370,HUMA,69,0,Vance County Schools
22241,910370,LAW,7,0,Vance County Schools
22242,910370,TRAN,6,0,Vance County Schools
22299,920316,AAVC,20,0,Wake County Schools
22300,920316,AGNR,34,0,Wake County Schools
22301,920316,ARCH,84,0,Wake County Schools
22302,920316,BMA,16,0,Wake County Schools
22303,920316,FINA,4,0,Wake County Schools
22304,920316,HLTH,24,0,Wake County Schools
22305,920316,HOSP,47,0,Wake County Schools
22306,920316,HUMA,1,0,Wake County Schools
22307,920316,INFO,4,0,Wake County Schools
22308,920316,MRKT,19,0,Wake County Schools
22309,920316,TRAN,1,0,Wake County Schools
22369,920318,AAVC,31,0,Wake County Schools
22370,920318,AGNR,21,0,Wake County Schools
22371,920318,ARCH,48,0,Wake County Schools
22372,920318,HLTH,60,0,Wake County Schools
22373,920318,HUMA,31,0,Wake County Schools
22374,920318,INFO,34,0,Wake County Schools
22375,920318,LAW,28,0,Wake County Schools
22455,920348,AAVC,113,0,Wake County Schools
22456,920348,ARCH,53,0,Wake County Schools
22457,920348,BMA,1,0,Wake County Schools
22458,920348,HOSP,71,0,Wake County Schools
22459,920348,HUMA,73,0,Wake County Schools
22460,920348,LAW,1,0,Wake County Schools
22461,920348,TRAN,13,0,Wake County Schools
22517,920368,AAVC,62,0,Wake County Schools
22518,920368,AGNR,5,0,Wake County Schools
22519,920368,ARCH,17,0,Wake County Schools
22520,920368,BMA,35,0,Wake County Schools
22521,920368,FINA,10,0,Wake County Schools
22522,920368,HLTH,20,0,Wake County Schools
22523,920368,HOSP,16,0,Wake County Schools
22524,920368,HUMA,8,0,Wake County Schools
22525,920368,INFO,8,0,Wake County Schools
22526,920368,MANU,10,0,Wake County Schools
22527,920368,STEM,12,0,Wake County Schools
22583,920411,AAVC,37,1,Wake County Schools
22584,920411,AGNR,34,1,Wake County Schools
22585,920411,ARCH,6,1,Wake County Schools
22586,920411,BMA,1,1,Wake County Schools
22587,920411,HLTH,36,1,Wake County Schools
22588,920411,HOSP,4,1,Wake County Schools
22589,920411,HUMA,22,1,Wake County Schools
22590,920411,TRAN,7,1,Wake County Schools
22647,920412,AAVC,70,0,Wake County Schools
22648,920412,ARCH,18,0,Wake County Schools
22649,920412,HLTH,101,0,Wake County Schools
22650,920412,HOSP,27,0,Wake County Schools
22651,920412,HUMA,58,0,Wake County Schools
22652,920412,INFO,3,0,Wake County Schools
22653,920412,STEM,26,0,Wake County Schools
22654,920412,TRAN,1,0,Wake County Schools
22711,920428,AAVC,67,0,Wake County Schools
22712,920428,AGNR,45,0,Wake County Schools
22713,920428,ARCH,17,0,Wake County Schools
22714,920428,BMA,8,0,Wake County Schools
22715,920428,EDUC,4,0,Wake County Schools
22716,920428,FINA,8,0,Wake County Schools
22717,920428,HLTH,18,0,Wake County Schools
22718,920428,HUMA,37,0,Wake County Schools
22719,920428,INFO,30,0,Wake County Schools
22720,920428,STEM,55,0,Wake County Schools
22782,920436,AAVC,10,0,Wake County Schools
22783,920436,AGNR,15,0,Wake County Schools
22784,920436,ARCH,1,0,Wake County Schools
22785,920436,HLTH,59,0,Wake County Schools
22786,920436,HUMA,56,0,Wake County Schools
22787,920436,INFO,9,0,Wake County Schools
22788,920436,LAW,29,0,Wake County Schools
22789,920436,MRKT,14,0,Wake County Schools
22790,920436,STEM,27,0,Wake County Schools
22791,920436,TRAN,7,0,Wake County Schools
22845,920441,AAVC,35,0,Wake County Schools
22846,920441,ARCH,18,0,Wake County Schools
22847,920441,BMA,14,0,Wake County Schools
22848,920441,FINA,19,0,Wake County Schools
22849,920441,HLTH,56,0,Wake County Schools
22850,920441,HOSP,60,0,Wake County Schools
22851,920441,HUMA,31,0,Wake County Schools
22852,920441,INFO,53,0,Wake County Schools
22853,920441,MANU,13,0,Wake County Schools
22910,920445,AAVC,20,0,Wake County Schools
22911,920445,AGNR,32,0,Wake County Schools
22912,920445,ARCH,58,0,Wake County Schools
22913,920445,BMA,10,0,Wake County Schools
22914,920445,HLTH,28,0,Wake County Schools
22915,920445,HOSP,5,0,Wake County Schools
22916,920445,HUMA,15,0,Wake County Schools
22917,920445,INFO,8,0,Wake County Schools
22970,920455,AAVC,77,0,Wake County Schools
22971,920455,ARCH,37,0,Wake County Schools
22972,920455,BMA,15,0,Wake County Schools
22973,920455,HLTH,18,0,Wake County Schools
22974,920455,HOSP,56,0,Wake County Schools
22975,920455,HUMA,47,0,Wake County Schools
22976,920455,STEM,43,0,Wake County Schools
23034,920466,AAVC,60,1,Wake County Schools
23035,920466,AGNR,22,1,Wake County Schools
23036,920466,ARCH,6,1,Wake County Schools
23037,920466,HUMA,34,1,Wake County Schools
23038,920466,INFO,8,1,Wake County Schools
23039,920466,LAW,13,1,Wake County Schools
23093,920473,AAVC,76,0,Wake County Schools
23094,920473,ARCH,42,0,Wake County Schools
23095,920473,BMA,9,0,Wake County Schools
23096,920473,HLTH,25,0,Wake County Schools
23097,920473,HOSP,58,0,Wake County Schools
23098,920473,HUMA,38,0,Wake County Schools
23099,920473,STEM,18,0,Wake County Schools
23143,920495,AAVC,126,0,Wake County Schools
23144,920495,ARCH,24,0,Wake County Schools
23145,920495,BMA,8,0,Wake County Schools
23146,920495,HLTH,28,0,Wake County Schools
23147,920495,HOSP,11,0,Wake County Schools
23148,920495,HUMA,30,0,Wake County Schools
23149,920495,STEM,72,0,Wake County Schools
23204,920500,AAVC,69,0,Wake County Schools
23205,920500,AGNR,60,0,Wake County Schools
23206,920500,ARCH,11,0,Wake County Schools
23207,920500,BMA,10,0,Wake County Schools
23208,920500,HLTH,13,0,Wake County Schools
23209,920500,HOSP,31,0,Wake County Schools
23210,920500,HUMA,45,0,Wake County Schools
23211,920500,MRKT,10,0,Wake County Schools
23252,920526,AAVC,98,0,Wake County Schools
23253,920526,AGNR,1,0,Wake County Schools
23254,920526,ARCH,16,0,Wake County Schools
23255,920526,BMA,36,0,Wake County Schools
23256,920526,FINA,17,0,Wake County Schools
23257,920526,HLTH,2,0,Wake County Schools
23258,920526,HUMA,41,0,Wake County Schools
23259,920526,INFO,148,0,Wake County Schools
23260,920526,STEM,27,0,Wake County Schools
23279,920528,HOSP,2,1,Wake County Schools
23280,920528,HUMA,7,1,Wake County Schools
23314,920546,AAVC,13,0,Wake County Schools
23315,920546,AGNR,25,0,Wake County Schools
23316,920546,ARCH,6,0,Wake County Schools
23317,920546,BMA,1,0,Wake County Schools
23318,920546,FINA,2,0,Wake County Schools
23319,920546,HLTH,41,0,Wake County Schools
23320,920546,HOSP,31,0,Wake County Schools
23321,920546,HUMA,36,0,Wake County Schools
23322,920546,MRKT,23,0,Wake County Schools
23323,920546,STEM,19,0,Wake County Schools
23360,920552,AAVC,20,0,Wake County Schools
23361,920552,ARCH,28,0,Wake County Schools
23362,920552,BMA,8,0,Wake County Schools
23363,920552,HOSP,58,0,Wake County Schools
23364,920552,HUMA,38,0,Wake County Schools
23365,920552,INFO,6,0,Wake County Schools
23366,920552,MRKT,2,0,Wake County Schools
23367,920552,STEM,2,0,Wake County Schools
23410,920562,AAVC,36,1,Wake County Schools
23411,920562,ARCH,7,1,Wake County Schools
23412,920562,BMA,5,1,Wake County Schools
23413,920562,FINA,2,1,Wake County Schools
23414,920562,HLTH,40,1,Wake County Schools
23415,920562,HOSP,24,1,Wake County Schools
23416,920562,HUMA,44,1,Wake County Schools
23417,920562,INFO,16,1,Wake County Schools
23418,920562,MRKT,1,1,Wake County Schools
23419,920562,STEM,13,1,Wake County Schools
23456,920581,AAVC,12,0,Wake County Schools
23457,920581,ARCH,28,0,Wake County Schools
23458,920581,BMA,9,0,Wake County Schools
23459,920581,HLTH,31,0,Wake County Schools
23460,920581,HUMA,10,0,Wake County Schools
23461,920581,MANU,19,0,Wake County Schools
23474,920583,HLTH,34,0,Wake County Schools
23475,920583,LAW,4,0,Wake County Schools
23481,920585,BMA,22,0,Wake County Schools
23488,920586,BMA,25,0,Wake County Schools
23521,920588,AAVC,57,0,Wake County Schools
23522,920588,AGNR,69,0,Wake County Schools
23523,920588,ARCH,20,0,Wake County Schools
23524,920588,HLTH,29,0,Wake County Schools
23525,920588,HOSP,26,0,Wake County Schools
23526,920588,HUMA,24,0,Wake County Schools
23527,920588,STEM,14,0,Wake County Schools
23528,920588,TRAN,3,0,Wake County Schools
23567,920595,AAVC,68,0,Wake County Schools
23568,920595,AGNR,22,0,Wake County Schools
23569,920595,ARCH,30,0,Wake County Schools
23570,920595,BMA,1,0,Wake County Schools
23571,920595,HUMA,10,0,Wake County Schools
23572,920595,INFO,12,0,Wake County Schools
23573,920595,MANU,1,0,Wake County Schools
23574,920595,STEM,39,0,Wake County Schools
23601,92F000,BMA,1,0,Charter Schools
23602,92F000,HLTH,2,0,Charter Schools
23603,92F000,INFO,1,0,Charter Schools
23654,930352,BMA,1,1,Warren County Schools
23655,930352,HLTH,8,1,Warren County Schools
23656,930352,HUMA,21,1,Warren County Schools
23657,930352,MRKT,11,1,Warren County Schools
23676,940316,AAVC,7,0,Washington County Schools
23677,940316,AGNR,18,0,Washington County Schools
23678,940316,BMA,3,0,Washington County Schools
23679,940316,HLTH,12,0,Washington County Schools
23680,940316,HUMA,25,0,Washington County Schools
23710,94Z000,AGNR,34,1,Regional Schools
23747,950336,AAVC,7,0,Watauga County Schools
23748,950336,AGNR,4,0,Watauga County Schools
23749,950336,ARCH,22,0,Watauga County Schools
23750,950336,HLTH,16,0,Watauga County Schools
23751,950336,HOSP,22,0,Watauga County Schools
23752,950336,HUMA,33,0,Watauga County Schools
23753,950336,MANU,10,0,Watauga County Schools
23754,950336,MRKT,8,0,Watauga County Schools
23755,950336,STEM,2,0,Watauga County Schools
23756,950336,TRAN,8,0,Watauga County Schools
23801,960324,AGNR,26,0,Wayne County Public Schools
23802,960324,ARCH,18,0,Wayne County Public Schools
23803,960324,HLTH,24,0,Wayne County Public Schools
23804,960324,HOSP,14,0,Wayne County Public Schools
23805,960324,HUMA,52,0,Wayne County Public Schools
23806,960324,INFO,2,0,Wayne County Public Schools
23807,960324,STEM,26,0,Wayne County Public Schools
23808,960324,TRAN,25,0,Wayne County Public Schools
23849,960330,AAVC,5,0,Wayne County Public Schools
23850,960330,AGNR,17,0,Wayne County Public Schools
23851,960330,ARCH,9,0,Wayne County Public Schools
23852,960330,HLTH,21,0,Wayne County Public Schools
23853,960330,HOSP,9,0,Wayne County Public Schools
23854,960330,HUMA,51,0,Wayne County Public Schools
23855,960330,TRAN,11,0,Wayne County Public Schools
23885,960335,ARCH,3,0,Wayne County Public Schools
23886,960335,HLTH,8,0,Wayne County Public Schools
23887,960335,HUMA,2,0,Wayne County Public Schools
23888,960335,LAW,3,0,Wayne County Public Schools
23889,960335,MANU,3,0,Wayne County Public Schools
23922,960372,AGNR,13,0,Wayne County Public Schools
23923,960372,HLTH,7,0,Wayne County Public Schools
23924,960372,HUMA,26,0,Wayne County Public Schools
23956,960380,AGNR,23,0,Wayne County Public Schools
23957,960380,ARCH,48,0,Wayne County Public Schools
23958,960380,HLTH,5,0,Wayne County Public Schools
23959,960380,HUMA,57,0,Wayne County Public Schools
23960,960380,LAW,17,0,Wayne County Public Schools
23961,960380,TRAN,24,0,Wayne County Public Schools
23993,960386,AGNR,38,0,Wayne County Public Schools
23994,960386,BMA,2,0,Wayne County Public Schools
23995,960386,HLTH,17,0,Wayne County Public Schools
23996,960386,HUMA,6,0,Wayne County Public Schools
24014,960700,AAVC,3,0,Wayne County Public Schools
24015,960700,ARCH,1,0,Wayne County Public Schools
24016,960700,BMA,3,0,Wayne County Public Schools
24017,960700,HLTH,1,0,Wayne County Public Schools
24018,960700,INFO,1,0,Wayne County Public Schools
24019,960700,STEM,32,0,Wayne County Public Schools
24050,970320,AGNR,8,0,Wilkes County Schools
24051,970320,EDUC,5,0,Wilkes County Schools
24052,970320,HLTH,17,0,Wilkes County Schools
24053,970320,HUMA,17,0,Wilkes County Schools
24054,970320,INFO,2,0,Wilkes County Schools
24055,970320,LAW,1,0,Wilkes County Schools
24056,970320,STEM,8,0,Wilkes County Schools
24094,970356,AAVC,4,0,Wilkes County Schools
24095,970356,AGNR,22,0,Wilkes County Schools
24096,970356,ARCH,23,0,Wilkes County Schools
24097,970356,BMA,1,0,Wilkes County Schools
24098,970356,HLTH,25,0,Wilkes County Schools
24099,970356,HUMA,32,0,Wilkes County Schools
24100,970356,INFO,6,0,Wilkes County Schools
24101,970356,LAW,9,0,Wilkes County Schools
24102,970356,STEM,7,0,Wilkes County Schools
24146,970388,AAVC,12,0,Wilkes County Schools
24147,970388,AGNR,26,0,Wilkes County Schools
24148,970388,ARCH,3,0,Wilkes County Schools
24149,970388,BMA,2,0,Wilkes County Schools
24150,970388,HLTH,25,0,Wilkes County Schools
24151,970388,HUMA,15,0,Wilkes County Schools
24152,970388,LAW,9,0,Wilkes County Schools
24153,970388,MANU,1,0,Wilkes County Schools
24154,970388,STEM,20,0,Wilkes County Schools
24196,970390,AAVC,23,0,Wilkes County Schools
24197,970390,AGNR,12,0,Wilkes County Schools
24198,970390,ARCH,20,0,Wilkes County Schools
24199,970390,BMA,1,0,Wilkes County Schools
24200,970390,EDUC,3,0,Wilkes County Schools
24201,970390,HLTH,26,0,Wilkes County Schools
24202,970390,HOSP,8,0,Wilkes County Schools
24203,970390,HUMA,7,0,Wilkes County Schools
24204,970390,LAW,2,0,Wilkes County Schools
24205,970390,STEM,28,0,Wilkes County Schools
24228,970393,BMA,2,0,Wilkes County Schools
24229,970393,INFO,1,0,Wilkes County Schools
24230,970393,LAW,6,0,Wilkes County Schools
24269,980318,AGNR,4,0,Wilson County Schools
24270,980318,ARCH,4,0,Wilson County Schools
24271,980318,HLTH,6,0,Wilson County Schools
24272,980318,HUMA,22,0,Wilson County Schools
24273,980318,INFO,4,0,Wilson County Schools
24274,980318,LAW,12,0,Wilson County Schools
24275,980318,TRAN,4,0,Wilson County Schools
24308,980336,ARCH,8,0,Wilson County Schools
24309,980336,BMA,8,0,Wilson County Schools
24310,980336,HLTH,42,0,Wilson County Schools
24311,980336,HUMA,63,0,Wilson County Schools
24312,980336,INFO,8,0,Wilson County Schools
24313,980336,LAW,19,0,Wilson County Schools
24314,980336,STEM,6,0,Wilson County Schools
24354,980342,AAVC,14,0,Wilson County Schools
24355,980342,AGNR,49,0,Wilson County Schools
24356,980342,ARCH,5,0,Wilson County Schools
24357,980342,HLTH,11,0,Wilson County Schools
24358,980342,HOSP,12,0,Wilson County Schools
24359,980342,HUMA,26,0,Wilson County Schools
24360,980342,STEM,3,0,Wilson County Schools
24402,990322,AAVC,11,0,Yadkin County Schools
24403,990322,AGNR,11,0,Yadkin County Schools
24404,990322,ARCH,30,0,Yadkin County Schools
24405,990322,HLTH,19,0,Yadkin County Schools
24406,990322,HUMA,13,0,Yadkin County Schools
24407,990322,LAW,1,0,Yadkin County Schools
24408,990322,MANU,11,0,Yadkin County Schools
24409,990322,STEM,12,0,Yadkin County Schools
24410,990322,TRAN,4,0,Yadkin County Schools
24449,990326,AAVC,12,0,Yadkin County Schools
24450,990326,AGNR,12,0,Yadkin County Schools
24451,990326,ARCH,29,0,Yadkin County Schools
24452,990326,HLTH,20,0,Yadkin County Schools
24453,990326,HOSP,12,0,Yadkin County Schools
24454,990326,HUMA,7,0,Yadkin County Schools
24455,990326,INFO,1,0,Yadkin County Schools
24456,990326,LAW,1,0,Yadkin County Schools
24457,990326,STEM,8,0,Yadkin County Schools
24473,990332,BMA,4,0,Yadkin County Schools
24474,990332,HUMA,1,0,Yadkin County Schools
24475,990332,INFO,1,0,Yadkin County Schools
24476,990332,LAW,2,0,Yadkin County Schools
24477,990332,MANU,1,0,Yadkin County Schools
24478,990332,STEM,1,0,Yadkin County Schools
24479,990332,TRAN,1,0,Yadkin County Schools
24521,995330,AAVC,3,0,Yancey County Schools
24522,995330,AGNR,12,0,Yancey County Schools
24523,995330,ARCH,32,0,Yancey County Schools
24524,995330,HLTH,16,0,Yancey County Schools
24525,995330,HUMA,34,0,Yancey County Schools
24526,995330,MANU,13,0,Yancey County Schools
24527,995330,STEM,1,0,Yancey County Schools
24528,995330,TRAN,2,0,Yancey County Schools
24579,150350,AGNR,2,0,Camden County Schools
24580,150350,INFO,1,0,Camden County Schools
24581,150350,LAW,2,0,Camden County Schools
24582,150350,MANU,1,0,Camden County Schools
24631,360372,TRAN,1,1,Gaston County Schools
24667,390323,BMA,1,0,Granville County Schools
24697,390352,AGNR,21,0,Granville County Schools
24698,390352,ARCH,29,0,Granville County Schools
24699,390352,BMA,6,0,Granville County Schools
24700,390352,HLTH,23,0,Granville County Schools
24750,460322,HLTH,1,1,Hertford County Schools
24751,460322,INFO,1,1,Hertford County Schools
24752,460322,MANU,2,1,Hertford County Schools
24784,600404,ARCH,2,0,Charlotte-Mecklenburg Schools
24785,600404,BMA,3,0,Charlotte-Mecklenburg Schools
24786,600404,INFO,1,0,Charlotte-Mecklenburg Schools
24787,600404,STEM,1,0,Charlotte-Mecklenburg Schools
24830,600482,AAVC,28,0,Charlotte-Mecklenburg Schools
24831,600482,LAW,1,0,Charlotte-Mecklenburg Schools
24832,600482,MRKT,17,0,Charlotte-Mecklenburg Schools
24864,600499,HOSP,1,0,Charlotte-Mecklenburg Schools
24883,60I000,MANU,1,0,Charter Schools
24884,60I000,STEM,2,0,Charter Schools
24914,630330,HLTH,1,0,Moore County Schools
25006,920386,HOSP,1,0,Wake County Schools
25007,920386,INFO,1,0,Wake County Schools
25049,00A000,EDUC,1,1,Charter Schools
25056,010378,AGNR,1,0,Alamance-Burlington Schools
25059,040304,MANU,2,0,Anson County Schools
25068,110322,EDUC,1,0,Buncombe County Schools
25069,110322,HUMA,1,0,Buncombe County Schools
25077,110500,INFO,9,0,Buncombe County Schools
25078,110500,STEM,89,0,Buncombe County Schools
25091,140309,BMA,3,0,Caldwell County Schools
25092,140309,EDUC,2,0,Caldwell County Schools
25093,140309,LAW,1,0,Caldwell County Schools
25105,34H000,ARCH,5,0,Charter Schools
25119,400315,BMA,7,0,Greene County Schools
25120,400315,MANU,1,0,Greene County Schools
25128,410326,HLTH,2,1,Guilford County Schools
25131,410391,STEM,1,1,Guilford County Schools
25137,410589,AAVC,7,0,Guilford County Schools
25138,410589,ARCH,4,0,Guilford County Schools
25139,410589,HOSP,1,0,Guilford County Schools
25143,41G000,INFO,1,0,Charter Schools
25144,41G000,LAW,2,0,Charter Schools
25161,490350,HOSP,1,0,Iredell-Statesville Schools
25162,490350,HUMA,4,0,Iredell-Statesville Schools
25172,49E000,AAVC,2,0,Charter Schools
25173,49E000,INFO,16,0,Charter Schools
25174,49E000,STEM,57,0,Charter Schools
25185,510325,HLTH,18,0,Johnston County Schools
25186,510325,HUMA,1,0,Johnston County Schools
25187,510325,INFO,4,0,Johnston County Schools
25209,590326,EDUC,1,0,McDowell County Schools
25210,590326,LAW,1,0,McDowell County Schools
25236,600490,AAVC,2,0,Charlotte-Mecklenburg Schools
25237,600490,ARCH,12,0,Charlotte-Mecklenburg Schools
25238,600490,BMA,24,0,Charlotte-Mecklenburg Schools
25239,600490,HLTH,82,0,Charlotte-Mecklenburg Schools
25240,600490,HOSP,109,0,Charlotte-Mecklenburg Schools
25241,600490,INFO,1,0,Charlotte-Mecklenburg Schools
25242,600490,MANU,13,0,Charlotte-Mecklenburg Schools
25243,600490,STEM,70,0,Charlotte-Mecklenburg Schools
25267,600594,HUMA,1,0,Charlotte-Mecklenburg Schools
25299,660400,FINA,4,0,Northampton County Schools
25300,660400,HLTH,1,0,Northampton County Schools
25301,660400,LAW,2,0,Northampton County Schools
25302,660400,TRAN,1,0,Northampton County Schools
25310,740500,ARCH,1,1,Pitt County Schools
25311,740500,BMA,3,1,Pitt County Schools
25312,740500,INFO,1,1,Pitt County Schools
25313,740500,LAW,1,1,Pitt County Schools
25314,740500,MANU,2,1,Pitt County Schools
25320,750317,BMA,1,0,Polk County Schools
25321,750317,HLTH,1,0,Polk County Schools
25354,920317,AAVC,29,0,Wake County Schools
25355,920317,ARCH,36,0,Wake County Schools
25356,920317,BMA,11,0,Wake County Schools
25357,920317,HLTH,41,0,Wake County Schools
25358,920317,HUMA,11,0,Wake County Schools
25359,920317,INFO,95,0,Wake County Schools
25360,920317,MRKT,28,0,Wake County Schools
25361,920317,STEM,35,0,Wake County Schools
25386,920518,AAVC,24,0,Wake County Schools
25387,920518,BMA,36,0,Wake County Schools
25388,920518,EDUC,7,0,Wake County Schools
25389,920518,HOSP,10,0,Wake County Schools
25390,920518,HUMA,15,0,Wake County Schools
25391,920518,INFO,20,0,Wake County Schools
25428,92T000,BMA,5,1,Charter Schools
25429,92T000,HLTH,19,1,Charter Schools
25430,92T000,HOSP,8,1,Charter Schools
25431,92T000,STEM,7,1,Charter Schools
25458,950338,AAVC,3,0,Watauga County Schools
25459,950338,ARCH,4,0,Watauga County Schools
25460,950338,HLTH,2,0,Watauga County Schools
25461,950338,HUMA,9,0,Watauga County Schools
25462,950338,INFO,1,0,Watauga County Schools
25463,950338,MANU,7,0,Watauga County Schools
25464,950338,TRAN,9,0,Watauga County Schools
25483,960490,ARCH,4,0,Wayne County Public Schools
25484,960490,BMA,2,0,Wayne County Public Schools
25485,960490,EDUC,1,0,Wayne County Public Schools
25486,960490,MANU,2,0,Wayne County Public Schools
25487,960490,STEM,3,0,Wayne County Public Schools
25488,960490,TRAN,4,0,Wayne County Public Schools
25501,98B000,INFO,16,1,Charter Schools
25512,050303,BMA,1,0,Ashe County Schools
25513,050303,MANU,1,0,Ashe County Schools
25516,090376,ARCH,2,0,Bladen County Schools
25517,090376,BMA,1,0,Bladen County Schools
25518,090376,HLTH,5,0,Bladen County Schools
25519,090376,HUMA,2,0,Bladen County Schools
25530,130349,ARCH,1,0,Cabarrus County Schools
25531,130349,BMA,2,0,Cabarrus County Schools
25532,130349,INFO,10,0,Cabarrus County Schools
25533,130349,LAW,1,0,Cabarrus County Schools
25539,130350,ARCH,1,0,Cabarrus County Schools
25540,130350,HUMA,2,0,Cabarrus County Schools
25541,130350,INFO,1,0,Cabarrus County Schools
25542,130350,LAW,1,0,Cabarrus County Schools
25565,290315,EDUC,1,0,Davidson County Schools
25566,290315,HLTH,5,0,Davidson County Schools
25567,290315,MANU,1,0,Davidson County Schools
25579,290349,AGNR,25,0,Davidson County Schools
25580,290349,FINA,4,0,Davidson County Schools
25581,290349,HLTH,70,0,Davidson County Schools
25582,290349,HOSP,7,0,Davidson County Schools
25583,290349,LAW,1,0,Davidson County Schools
25584,290349,MANU,39,0,Davidson County Schools
25585,290349,STEM,10,0,Davidson County Schools
25595,39A000,AAVC,16,1,Charter Schools
25599,421336,LAW,1,0,Roanoke Rapids City Schools
25612,450354,MANU,1,0,Henderson County Schools
25623,490307,AAVC,1,0,Iredell-Statesville Schools
25624,490307,AGNR,10,0,Iredell-Statesville Schools
25625,490307,BMA,4,0,Iredell-Statesville Schools
25626,490307,LAW,2,0,Iredell-Statesville Schools
25643,520344,AGNR,15,1,Jones County Schools
25644,520344,ARCH,13,1,Jones County Schools
25645,520344,BMA,4,1,Jones County Schools
25646,520344,HLTH,20,1,Jones County Schools
25647,520344,HUMA,6,1,Jones County Schools
25648,520344,MRKT,10,1,Jones County Schools
25649,520344,TRAN,6,1,Jones County Schools
25658,550308,AGNR,1,0,Lincoln County Schools
25667,600582,AGNR,7,0,Charlotte-Mecklenburg Schools
25671,620350,ARCH,1,0,Montgomery County Schools
25672,620350,MANU,1,0,Montgomery County Schools
25673,620350,TRAN,1,0,Montgomery County Schools
25680,640342,HLTH,7,1,Nash County Public Schools
25681,640342,HOSP,3,1,Nash County Public Schools
25682,640342,INFO,4,1,Nash County Public Schools
25683,640342,MANU,6,1,Nash County Public Schools
25684,640342,TRAN,5,1,Nash County Public Schools
25694,650395,AAVC,2,0,New Hanover County Schools
25695,650395,ARCH,3,0,New Hanover County Schools
25696,650395,HUMA,1,0,New Hanover County Schools
25697,650395,INFO,3,0,New Hanover County Schools
25713,68A000,INFO,8,0,Charter Schools
25724,730350,BMA,2,0,Person County Schools
25725,730350,EDUC,1,0,Person County Schools
25726,730350,HUMA,1,0,Person County Schools
25727,730350,INFO,11,0,Person County Schools
25728,730350,MANU,5,0,Person County Schools
25736,760382,AAVC,1,0,Randolph County Schools
25737,760382,AGNR,22,0,Randolph County Schools
25738,760382,HLTH,6,0,Randolph County Schools
25739,760382,INFO,1,0,Randolph County Schools
25747,800394,LAW,3,0,Rowan-Salisbury Schools
25754,810385,BMA,2,0,Rutherford County Schools
25755,810385,MANU,1,0,Rutherford County Schools
25765,840366,ARCH,1,0,Stanly County Schools
25766,840366,MANU,1,0,Stanly County Schools
25770,900367,BMA,1,0,Union County Public Schools
25779,90F000,HUMA,1,1,Charter Schools
25791,91A000,AGNR,11,1,Charter Schools
25792,91A000,HUMA,1,1,Charter Schools
25799,920437,AAVC,22,0,Wake County Schools
25800,920437,AGNR,14,0,Wake County Schools
25801,920437,BMA,1,0,Wake County Schools
25802,920437,HLTH,1,0,Wake County Schools
25803,920437,HUMA,21,0,Wake County Schools
